eval_results_tag,authoritative,agree_human_explicit,agree_human_implicit,grammatically_sound,well_written,entertaining,truthful,higher_reading_age,empathetic,funny,better_supported,polite,matches_human_style,optimistic,structured,informative,engaging,friendly,motivating,concise,persuasive,rigorous,logically_sound,relevant,longer
lr_2e-6-epochs_1-fold_0,-0.010323229470236,-0.004800172314516913,0.014815400350644202,0.02210308584175232,0.011547225676696757,-0.007009756625108779,-0.0011126865120879691,-0.0075712565301044345,0.00853685898070969,0.04009567903126012,-0.011094925350223021,-0.017480167180204096,-0.004158992272137919,-0.0022067916966638707,-0.0018172056233659215,-0.010807652725438002,-0.01048695185650984,0.00763205965081098,0.009495036299692786,-0.015579441808623992,-0.002250996452758903,-0.015542166185690437,0.009747370361808779,0.00500319636824835,-0.02440459691063935
lr_5e-6-epochs_1-fold_0,0.002917949334588661,-0.002367186759371885,0.015010865301259209,0.033437760231654,0.008830361607554486,0.0005528440209352284,0.0014004112876637043,0.019990825045650182,0.009370056891170956,0.023294124851201345,-0.013945793726211648,-0.01260839924202631,-0.013168413368408436,0.0042663348362312024,0.009542107871237271,-0.004976365890328073,-0.006352108734971339,0.010686210721923406,0.00875010524638355,-0.01901991112420072,0.0018609312976388252,-0.01741288528733483,0.006990109837891267,0.007962626103972002,0.003187392657577896
lr_2e-6-epochs_1-fold_0,-0.010323229470236,-0.004800172314516913,0.014815400350644202,0.02210308584175232,0.011547225676696757,-0.007009756625108779,-0.0011126865120879691,-0.0075712565301044345,0.00853685898070969,0.04009567903126012,-0.011094925350223021,-0.017480167180204096,-0.004158992272137919,-0.0022067916966638707,-0.0018172056233659215,-0.010807652725438002,-0.01048695185650984,0.00763205965081098,0.009495036299692786,-0.015579441808623992,-0.002250996452758903,-0.015542166185690437,0.009747370361808779,0.00500319636824835,-0.02440459691063935
lr_5e-6-epochs_1-fold_0,0.002917949334588661,-0.002367186759371885,0.015010865301259209,0.033437760231654,0.008830361607554486,0.0005528440209352284,0.0014004112876637043,0.019990825045650182,0.009370056891170956,0.023294124851201345,-0.013945793726211648,-0.01260839924202631,-0.013168413368408436,0.0042663348362312024,0.009542107871237271,-0.004976365890328073,-0.006352108734971339,0.010686210721923406,0.00875010524638355,-0.01901991112420072,0.0018609312976388252,-0.01741288528733483,0.006990109837891267,0.007962626103972002,0.003187392657577896
lr_2e-6-epochs_2-fold_0,-0.01185847286548778,-0.005729390815756591,0.013600796463283283,0.02529181304617006,0.012716046355168978,-0.006691981447897648,0.0011219596315449939,-0.0071805331560125946,0.01194529853958067,0.040769425755237294,-0.011159717825254887,-0.015194420469570181,-0.0041544264254020176,-0.0023018577604174365,-0.0001427987659491499,-0.01069512752560058,-0.012179893226647625,0.008285296097166618,0.009600921015962601,-0.01838398000035205,-0.001412257947613218,-0.016662410550010946,0.011753186092030118,0.0025683286979024302,-0.022729270976438825
lr_5e-6-epochs_2-fold_0,-0.0009089927171496222,-0.005591233755998433,0.01795971935039774,0.03753419482244173,0.006610921865207187,-0.006933456619972251,0.004034324447131437,0.024245519417983495,0.011494202377596595,0.01870278347916451,-0.01630649103307697,-0.01260418983344966,-0.008687411505260164,0.0006402194959641673,0.01052122978069939,-0.003146889926292447,-0.007012698703048798,0.021256725466086087,0.012685176759351574,-0.022989888392391924,0.0008492302817223027,-0.019253689034106406,0.011595386338588178,0.00931351681139815,0.010659053212577365
lr_2e-6-epochs_2-fold_0,-0.01185847286548778,-0.005729390815756591,0.013600796463283283,0.02529181304617006,0.012716046355168978,-0.006691981447897648,0.0011219596315449939,-0.0071805331560125946,0.01194529853958067,0.040769425755237294,-0.011159717825254887,-0.015194420469570181,-0.0041544264254020176,-0.0023018577604174365,-0.0001427987659491499,-0.01069512752560058,-0.012179893226647625,0.008285296097166618,0.009600921015962601,-0.01838398000035205,-0.001412257947613218,-0.016662410550010946,0.011753186092030118,0.0025683286979024302,-0.022729270976438825
lr_5e-6-epochs_2-fold_0,-0.0009089927171496222,-0.005591233755998433,0.01795971935039774,0.03753419482244173,0.006610921865207187,-0.006933456619972251,0.004034324447131437,0.024245519417983495,0.011494202377596595,0.01870278347916451,-0.01630649103307697,-0.01260418983344966,-0.008687411505260164,0.0006402194959641673,0.01052122978069939,-0.003146889926292447,-0.007012698703048798,0.021256725466086087,0.012685176759351574,-0.022989888392391924,0.0008492302817223027,-0.019253689034106406,0.011595386338588178,0.00931351681139815,0.010659053212577365
lr_5e-6-epochs_3-fold_0,-0.02293985227338686,-0.009886050561230953,0.012147377695073491,0.03797003275338332,0.011877051655309187,-0.014573041879656903,0.009023778372257455,0.0011649547446177463,0.024115772522378304,0.03763589856767633,-0.007700181699742739,-0.011514757138815822,-0.005097446051704173,-0.007018842648643735,0.00823377959676209,-0.01102170378936029,-0.015412226857212667,0.01391967452957803,0.006100558551015758,-0.0311413268011413,-0.0007952670422801897,-0.01700240331802813,0.016011123115037218,0.008180083490862959,-0.0055527451317094675
lr_2e-6-epochs_3-fold_0,-0.011958787428859736,-0.005518152337942806,0.012997023042719168,0.026577146913917885,0.012764652513245175,-0.006788012270894946,0.001551339604581057,-0.004845941061130519,0.012872097709078514,0.04118053100400782,-0.01138907573657752,-0.013498250674697551,-0.0046602726113649,-0.001831553161541354,0.001267543736459069,-0.01042200210921861,-0.012992478757152263,0.008647068208792259,0.009432419380618215,-0.019336209859743603,-0.0012292242955366062,-0.016921858504593306,0.01239270364532734,0.0029692616991452083,-0.020034430297590985
lr_5e-6-epochs_3-fold_0,-0.02293985227338686,-0.009886050561230953,0.012147377695073491,0.03797003275338332,0.011877051655309187,-0.014573041879656903,0.009023778372257455,0.0011649547446177463,0.024115772522378304,0.03763589856767633,-0.007700181699742739,-0.011514757138815822,-0.005097446051704173,-0.007018842648643735,0.00823377959676209,-0.01102170378936029,-0.015412226857212667,0.01391967452957803,0.006100558551015758,-0.0311413268011413,-0.0007952670422801897,-0.01700240331802813,0.016011123115037218,0.008180083490862959,-0.0055527451317094675
lr_2e-6-epochs_3-fold_0,-0.011958787428859736,-0.005518152337942806,0.012997023042719168,0.026577146913917885,0.012764652513245175,-0.006788012270894946,0.001551339604581057,-0.004845941061130519,0.012872097709078514,0.04118053100400782,-0.01138907573657752,-0.013498250674697551,-0.0046602726113649,-0.001831553161541354,0.001267543736459069,-0.01042200210921861,-0.012992478757152263,0.008647068208792259,0.009432419380618215,-0.019336209859743603,-0.0012292242955366062,-0.016921858504593306,0.01239270364532734,0.0029692616991452083,-0.020034430297590985
lr_2e-6-epochs_5-fold_0,-0.00922707816954293,-0.005174303831745857,0.013478864289314406,0.02758147947541133,0.013356411624200459,-0.006256626065309509,0.0011280331390908865,-0.000427293126501629,0.012666753953966523,0.039850892704052295,-0.010458212005925765,-0.012922507816376955,-0.006294864651909097,-0.0006833402356429361,0.002389448198972434,-0.009910464922972186,-0.013852919878430587,0.00931999269710171,0.00903780403022712,-0.020166726067333062,-0.0017763045893682044,-0.01598363060438778,0.012192656065874252,0.004297790128407768,-0.015739189354501148
lr_5e-6-epochs_5-fold_0,-0.021848363920535203,-0.01625505157930219,0.01400095720152788,0.05411659903371911,0.016324243615532787,-0.019375888706412752,0.008929011687018821,8.346698348209384e-05,0.029708581095248328,0.036291072441618825,-0.0032920242372153114,-0.00769710856885724,-0.004281924539035749,-0.007794138216415629,0.011994633098361743,-0.013291800997254329,-0.02076643200756086,0.017904861867637796,0.0021513543289324866,-0.030576335365652962,-0.001127162183589073,-0.017439435659223866,0.018273296114258954,0.006253382285293056,-0.002933705706755666
lr_5e-6-epochs_5-fold_0,-0.021848363920535203,-0.01625505157930219,0.01400095720152788,0.05411659903371911,0.016324243615532787,-0.019375888706412752,0.008929011687018821,8.346698348209384e-05,0.029708581095248328,0.036291072441618825,-0.0032920242372153114,-0.00769710856885724,-0.004281924539035749,-0.007794138216415629,0.011994633098361743,-0.013291800997254329,-0.02076643200756086,0.017904861867637796,0.0021513543289324866,-0.030576335365652962,-0.001127162183589073,-0.017439435659223866,0.018273296114258954,0.006253382285293056,-0.002933705706755666
lr_2e-6-epochs_5-fold_0,-0.00922707816954293,-0.005174303831745857,0.013478864289314406,0.02758147947541133,0.013356411624200459,-0.006256626065309509,0.0011280331390908865,-0.000427293126501629,0.012666753953966523,0.039850892704052295,-0.010458212005925765,-0.012922507816376955,-0.006294864651909097,-0.0006833402356429361,0.002389448198972434,-0.009910464922972186,-0.013852919878430587,0.00931999269710171,0.00903780403022712,-0.020166726067333062,-0.0017763045893682044,-0.01598363060438778,0.012192656065874252,0.004297790128407768,-0.015739189354501148
